日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分,,
20240430,ＪＵＫＩ,6440,機械,0.00%,TOPIX Small 2,,
20240430,電気興業,6706,電気機器,0.00%,TOPIX Small 2,,
20240430,ティラド,7236,輸送用機器,0.00%,TOPIX Small 2,,
20240430,白銅,7637,卸売業,0.00%,TOPIX Small 2,,
20240430,ニホンフラッシュ,7820,その他製品,0.00%,TOPIX Small 2,,
20240430,三光合成,7888,化学,0.00%,TOPIX Small 2,,
20240430,明和産業,8103,卸売業,0.00%,TOPIX Small 2,,
20240430,ＭｒＭａｘＨＤ,8203,小売業,0.00%,TOPIX Small 2,,
20240430,空港施設,8864,不動産業,0.00%,TOPIX Small 2,,
20240430,日神グループホールディングス,8881,不動産業,0.00%,TOPIX Small 2,,
20240430,神奈川中央交通,9081,陸運業,0.00%,TOPIX Small 2,,
20240430,ＪＫホールディングス,9896,卸売業,0.00%,TOPIX Small 2,,
20240430,北陸電気工事,1930,建設業,0.00%,TOPIX Small 2,,
20240430,クロスキャット,2307,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ルネサンス,2378,サービス業,0.00%,TOPIX Small 2,,
20240430,ウイン・パートナーズ,3183,卸売業,0.00%,TOPIX Small 2,,
20240430,ファインデックス,3649,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ＧＭＯグローバルサイン・ホールディングス,3788,情報・通信業,0.00%,TOPIX Small 2,,
20240430,群栄化学工業,4229,化学,0.00%,TOPIX Small 2,,
20240430,恵和,4251,化学,0.00%,TOPIX Small 2,,
20240430,イオンファンタジー,4343,サービス業,0.00%,TOPIX Small 2,,
20240430,ソースネクスト,4344,情報・通信業,0.00%,TOPIX Small 2,,
20240430,石原ケミカル,4462,化学,0.00%,TOPIX Small 2,,
20240430,フォーカスシステムズ,4662,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ＷＯＷＯＷ,4839,情報・通信業,0.00%,TOPIX Small 2,,
20240430,大成ラミック,4994,化学,0.00%,TOPIX Small 2,,
20240430,中央発條,5992,金属製品,0.00%,TOPIX Small 2,,
20240430,帝国通信工業,6763,電気機器,0.00%,TOPIX Small 2,,
20240430,日本トリム,6788,電気機器,0.00%,TOPIX Small 2,,
20240430,日本車輌製造,7102,輸送用機器,0.00%,TOPIX Small 2,,
20240430,ジェイリース,7187,その他金融業,0.00%,TOPIX Small 2,,
20240430,ＳＢＩアルヒ,7198,その他金融業,0.00%,TOPIX Small 2,,
20240430,たけびし,7510,卸売業,0.00%,TOPIX Small 2,,
20240430,北日本銀行,8551,銀行業,0.00%,TOPIX Small 2,,
20240430,広島ガス,9535,電気・ガス業,0.00%,TOPIX Small 2,,
20240430,ビジネスブレイン太田昭和,9658,情報・通信業,0.00%,TOPIX Small 2,,
20240430,松井建設,1810,建設業,0.00%,TOPIX Small 2,,
20240430,中村屋,2204,食料品,0.00%,TOPIX Small 2,,
20240430,北の達人コーポレーション,2930,化学,0.00%,TOPIX Small 2,,
20240430,グッドコムアセット,3475,不動産業,0.00%,TOPIX Small 2,,
20240430,扶桑薬品工業,4538,医薬品,0.00%,TOPIX Small 2,,
20240430,日本コンクリート工業,5269,ガラス・土石製品,0.00%,TOPIX Small 2,,
20240430,大豊工業,6470,機械,0.00%,TOPIX Small 2,,
20240430,アクセル,6730,電気機器,0.00%,TOPIX Small 2,,
20240430,鈴木,6785,電気機器,0.00%,TOPIX Small 2,,
20240430,古河電池,6937,電気機器,0.00%,TOPIX Small 2,,
20240430,マネジメントソリューションズ,7033,サービス業,0.00%,TOPIX Small 1,,
20240430,スズデン,7480,卸売業,0.00%,TOPIX Small 2,,
20240430,キングジム,7962,その他製品,0.00%,TOPIX Small 2,,
20240430,アドバンスクリエイト,8798,保険業,0.00%,TOPIX Small 2,,
20240430,ＫＮＴ－ＣＴホールディングス,9726,サービス業,0.00%,TOPIX Small 2,,
20240430,サックスバー　ホールディングス,9990,小売業,0.00%,TOPIX Small 2,,
20240430,ビーアールホールディングス,1726,建設業,0.00%,TOPIX Small 2,,
20240430,アイロムグループ,2372,サービス業,0.00%,TOPIX Small 2,,
20240430,タカミヤ,2445,サービス業,0.00%,TOPIX Small 2,,
20240430,養命酒製造,2540,食料品,0.00%,TOPIX Small 2,,
20240430,ハードオフコーポレーション,2674,小売業,0.00%,TOPIX Small 2,,
20240430,スター・マイカ・ホールディングス,2975,不動産業,0.00%,TOPIX Small 2,,
20240430,ＪＰＭＣ,3276,不動産業,0.00%,TOPIX Small 2,,
20240430,Ａｎｄ　Ｄｏホールディングス,3457,不動産業,0.00%,TOPIX Small 2,,
20240430,メディカルシステムネットワーク,4350,小売業,0.00%,TOPIX Small 2,,
20240430,システムサポート,4396,情報・通信業,0.00%,TOPIX Small 2,,
20240430,大幸薬品,4574,医薬品,0.00%,TOPIX Small 2,,
20240430,テー・オー・ダブリュー,4767,サービス業,0.00%,TOPIX Small 2,,
20240430,ビジネスエンジニアリング,4828,情報・通信業,0.00%,TOPIX Small 2,,
20240430,日本高純度化学,4973,化学,0.00%,TOPIX Small 2,,
20240430,ＯＡＴアグリオ,4979,化学,0.00%,TOPIX Small 2,,
20240430,日本ヒューム,5262,ガラス・土石製品,0.00%,TOPIX Small 2,,
20240430,エイチワン,5989,金属製品,0.00%,TOPIX Small 2,,
20240430,瑞光,6279,機械,0.00%,TOPIX Small 2,,
20240430,ネットプロテクションズホールディングス,7383,その他金融業,0.00%,TOPIX Small 2,,
20240430,クリナップ,7955,その他製品,0.00%,TOPIX Small 2,,
20240430,神戸電鉄,9046,陸運業,0.00%,TOPIX Small 2,,
20240430,人・夢・技術グループ,9248,サービス業,0.00%,TOPIX Small 2,,
20240430,ＮＩＳＳＯホールディングス,9332,サービス業,0.00%,TOPIX Small 2,,
20240430,ステップ,9795,サービス業,0.00%,TOPIX Small 2,,
20240430,アイティメディア,2148,サービス業,0.00%,TOPIX Small 2,,
20240430,名糖産業,2207,食料品,0.00%,TOPIX Small 2,,
20240430,ＮＪＳ,2325,サービス業,0.00%,TOPIX Small 2,,
20240430,ヨシムラ・フード・ホールディングス,2884,食料品,0.00%,TOPIX Small 2,,
20240430,ピックルスホールディングス,2935,食料品,0.00%,TOPIX Small 2,,
20240430,ヨシックスホールディングス,3221,小売業,0.00%,TOPIX Small 2,,
20240430,セレス,3696,情報・通信業,0.00%,TOPIX Small 2,,
20240430,朝日ネット,3834,情報・通信業,0.00%,TOPIX Small 2,,
20240430,アドソル日進,3837,情報・通信業,0.00%,TOPIX Small 2,,
20240430,メディカル・データ・ビジョン,3902,情報・通信業,0.00%,TOPIX Small 2,,
20240430,積水化成品工業,4228,化学,0.00%,TOPIX Small 2,,
20240430,東邦亜鉛,5707,非鉄金属,0.00%,TOPIX Small 2,,
20240430,イー・ガーディアン,6050,サービス業,0.00%,TOPIX Small 2,,
20240430,ジャノメ,6445,機械,0.00%,TOPIX Small 2,,
20240430,アートネイチャー,7823,その他製品,0.00%,TOPIX Small 2,,
20240430,スペース,9622,サービス業,0.00%,TOPIX Small 2,,
20240430,大庄,9979,小売業,0.00%,TOPIX Small 2,,
20240430,日本ハウスホールディングス,1873,建設業,0.00%,TOPIX Small 2,,
20240430,セントケア・ホールディング,2374,サービス業,0.00%,TOPIX Small 2,,
20240430,ライク,2462,サービス業,0.00%,TOPIX Small 2,,
20240430,エバラ食品工業,2819,食料品,0.00%,TOPIX Small 2,,
20240430,ソリトンシステムズ,3040,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ユニチカ,3103,繊維製品,0.00%,TOPIX Small 2,,
20240430,ビューティガレージ,3180,卸売業,0.00%,TOPIX Small 2,,
20240430,明治電機工業,3388,卸売業,0.00%,TOPIX Small 2,,
20240430,セック,3741,情報・通信業,0.00%,TOPIX Small 2,,
20240430,プロシップ,3763,情報・通信業,0.00%,TOPIX Small 2,,
20240430,カナミックネットワーク,3939,情報・通信業,0.00%,TOPIX Small 2,,
20240430,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,4053,情報・通信業,0.00%,TOPIX Small 2,,
20240430,アイ・ピー・エス,4390,情報・通信業,0.00%,TOPIX Small 2,,
20240430,スカラ,4845,情報・通信業,0.00%,TOPIX Small 2,,
20240430,アイ・アールジャパンホールディングス,6035,サービス業,0.00%,TOPIX Small 2,,
20240430,キュービーネットホールディングス,6571,サービス業,0.00%,TOPIX Small 2,,
20240430,ＳＭＫ,6798,電気機器,0.00%,TOPIX Small 2,,
20240430,立川ブラインド工業,7989,金属製品,0.00%,TOPIX Small 2,,
20240430,東京産業,8070,卸売業,0.00%,TOPIX Small 2,,
20240430,三谷産業,8285,卸売業,0.00%,TOPIX Small 2,,
20240430,日本コンセプト,9386,倉庫・運輸関連業,0.00%,TOPIX Small 2,,
20240430,アイ・エス・ビー,9702,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ジェコス,9991,卸売業,0.00%,TOPIX Small 2,,
20240430,第一カッター興業,1716,建設業,0.00%,TOPIX Small 2,,
20240430,アドウェイズ,2489,サービス業,0.00%,TOPIX Small 2,,
20240430,シキボウ,3109,繊維製品,0.00%,TOPIX Small 2,,
20240430,シーアールイー,3458,不動産業,0.00%,TOPIX Small 2,,
20240430,バロックジャパンリミテッド,3548,小売業,0.00%,TOPIX Small 2,,
20240430,デジタルハーツホールディングス,3676,情報・通信業,0.00%,TOPIX Small 2,,
20240430,メディアドゥ,3678,情報・通信業,0.00%,TOPIX Small 2,,
20240430,フリービット,3843,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ｇｕｍｉ,3903,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ハリマ化成グループ,4410,化学,0.00%,TOPIX Small 2,,
20240430,イーソル,4420,情報・通信業,0.00%,TOPIX Small 2,,
20240430,パラカ,4809,不動産業,0.00%,TOPIX Small 2,,
20240430,オハラ,5218,ガラス・土石製品,0.00%,TOPIX Small 2,,
20240430,Ｇｕｎｏｓｙ,6047,サービス業,0.00%,TOPIX Small 2,,
20240430,北川鉄工所,6317,機械,0.00%,TOPIX Small 2,,
20240430,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,6879,情報・通信業,0.00%,TOPIX Small 2,,
20240430,千趣会,8165,小売業,0.00%,TOPIX Small 2,,
20240430,清水銀行,8364,銀行業,0.00%,TOPIX Small 2,,
20240430,明和地所,8869,不動産業,0.00%,TOPIX Small 2,,
20240430,コーア商事ホールディングス,9273,卸売業,0.00%,TOPIX Small 2,,
20240430,中央倉庫,9319,倉庫・運輸関連業,0.00%,TOPIX Small 2,,
20240430,朝日放送グループホールディングス,9405,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ファイバーゲート,9450,情報・通信業,0.00%,TOPIX Small 2,,
20240430,カネコ種苗,1376,水産・農林業,0.00%,TOPIX Small 2,,
20240430,キューブシステム,2335,情報・通信業,0.00%,TOPIX Small 2,,
20240430,デジタルホールディングス,2389,サービス業,0.00%,TOPIX Small 2,,
20240430,ぐるなび,2440,サービス業,0.00%,TOPIX Small 2,,
20240430,ファンコミュニケーションズ,2461,サービス業,0.00%,TOPIX Small 2,,
20240430,ＨＥＲＯＺ,4382,情報・通信業,0.00%,TOPIX Small 2,,
20240430,セルソース,4880,医薬品,0.00%,TOPIX Small 2,,
20240430,アクシージア,4936,化学,0.00%,TOPIX Small 2,,
20240430,メドピア,6095,サービス業,0.00%,TOPIX Small 2,,
20240430,ＰＥＧＡＳＵＳ,6262,機械,0.00%,TOPIX Small 2,,
20240430,木村化工機,6378,機械,0.00%,TOPIX Small 2,,
20240430,ジャムコ,7408,輸送用機器,0.00%,TOPIX Small 2,,
20240430,ナカバヤシ,7987,その他製品,0.00%,TOPIX Small 2,,
20240430,キユーソー流通システム,9369,倉庫・運輸関連業,0.00%,TOPIX Small 2,,
20240430,ケーユーホールディングス,9856,小売業,0.00%,TOPIX Small 2,,
20240430,手間いらず,2477,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ダブルスタンダード,3925,情報・通信業,0.00%,TOPIX Small 2,,
20240430,東邦システムサイエンス,4333,情報・通信業,0.00%,TOPIX Small 2,,
20240430,サーバーワークス,4434,情報・通信業,0.00%,TOPIX Small 2,,
20240430,藤倉化成,4620,化学,0.00%,TOPIX Small 2,,
20240430,サニックス,4651,サービス業,0.00%,TOPIX Small 2,,
20240430,コロナ,5909,金属製品,0.00%,TOPIX Small 2,,
20240430,日本エアーテック,6291,機械,0.00%,TOPIX Small 2,,
20240430,ユーシン精機,6482,機械,0.00%,TOPIX Small 2,,
20240430,宮越ホールディングス,6620,不動産業,0.00%,TOPIX Small 2,,
20240430,橋本総業ホールディングス,7570,卸売業,0.00%,TOPIX Small 2,,
20240430,日本エム・ディ・エム,7600,精密機器,0.00%,TOPIX Small 2,,
20240430,スノーピーク,7816,その他製品,0.00%,TOPIX Small 1,,
20240430,ツツミ,7937,その他製品,0.00%,TOPIX Small 2,,
20240430,フォーバル,8275,卸売業,0.00%,TOPIX Small 2,,
20240430,ラクーンホールディングス,3031,情報・通信業,0.00%,TOPIX Small 2,,
20240430,Ｈａｍｅｅ,3134,小売業,0.00%,TOPIX Small 2,,
20240430,ネオジャパン,3921,情報・通信業,0.00%,TOPIX Small 2,,
20240430,東京個別指導学院,4745,サービス業,0.00%,TOPIX Small 2,,
20240430,サンコール,5985,金属製品,0.00%,TOPIX Small 2,,
20240430,アイモバイル,6535,サービス業,0.00%,TOPIX Small 2,,
20240430,ＭＳ－Ｊａｐａｎ,6539,サービス業,0.00%,TOPIX Small 2,,
20240430,ＪＭＳ,7702,精密機器,0.00%,TOPIX Small 2,,
20240430,東祥,8920,サービス業,0.00%,TOPIX Small 2,,
20240430,グランディハウス,8999,不動産業,0.00%,TOPIX Small 2,,
20240430,エムティーアイ,9438,情報・通信業,0.00%,TOPIX Small 2,,
20240430,クックパッド,2193,サービス業,0.00%,TOPIX Small 2,,
20240430,メディアスホールディングス,3154,卸売業,0.00%,TOPIX Small 2,,
20240430,串カツ田中ホールディングス,3547,小売業,0.00%,TOPIX Small 2,,
20240430,ＫＬａｂ,3656,情報・通信業,0.00%,TOPIX Small 2,,
20240430,アステリア,3853,情報・通信業,0.00%,TOPIX Small 2,,
20240430,戸田工業,4100,化学,0.00%,TOPIX Small 2,,
20240430,テイクアンドギヴ・ニーズ,4331,サービス業,0.00%,TOPIX Small 2,,
20240430,Ｉ－ｎｅ,4933,化学,0.00%,TOPIX Small 2,,
20240430,アグロ　カネショウ,4955,化学,0.00%,TOPIX Small 2,,
20240430,エンビプロ・ホールディングス,5698,鉄鋼,0.00%,TOPIX Small 2,,
20240430,冨士ダイス,6167,機械,0.00%,TOPIX Small 2,,
20240430,鎌倉新書,6184,サービス業,0.00%,TOPIX Small 2,,
20240430,タカショー,7590,卸売業,0.00%,TOPIX Small 2,,
20240430,ナック,9788,サービス業,0.00%,TOPIX Small 2,,
20240430,ｒｏｂｏｔ　ｈｏｍｅ,1435,不動産業,0.00%,TOPIX Small 2,,
20240430,ＬＩＦＵＬＬ,2120,サービス業,0.00%,TOPIX Small 2,,
20240430,エイチーム,3662,情報・通信業,0.00%,TOPIX Small 2,,
20240430,エニグモ,3665,情報・通信業,0.00%,TOPIX Small 2,,
20240430,オープンドア,3926,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ハイマックス,4299,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ＩＢＪ,6071,サービス業,0.00%,TOPIX Small 2,,
20240430,ライドオンエクスプレスホールディングス,6082,サービス業,0.00%,TOPIX Small 2,,
20240430,テクノメディカ,6678,電気機器,0.00%,TOPIX Small 2,,
20240430,フロンティア・マネジメント,7038,サービス業,0.00%,TOPIX Small 2,,
20240430,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,7092,サービス業,0.00%,TOPIX Small 2,,
20240430,ランド,8918,不動産業,0.00%,TOPIX Small 2,,
20240430,ビーウィズ,9216,サービス業,0.00%,TOPIX Small 2,,
20240430,タナベコンサルティンググループ,9644,サービス業,0.00%,TOPIX Small 2,,
20240430,ＴＯＫＹＯ　ＢＡＳＥ,3415,小売業,0.00%,TOPIX Small 2,,
20240430,ＰＲ　ＴＩＭＥＳ,3922,情報・通信業,0.00%,TOPIX Small 2,,
20240430,Ｕｂｉｃｏｍホールディングス,3937,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ＣＬホールディングス,4286,サービス業,0.00%,TOPIX Small 2,,
20240430,ヒト・コミュニケーションズ・ホールディングス,4433,情報・通信業,0.00%,TOPIX Small 2,,
20240430,日本特殊塗料,4619,化学,0.00%,TOPIX Small 2,,
20240430,アトラエ,6194,サービス業,0.00%,TOPIX Small 2,,
20240430,セラク,6199,サービス業,0.00%,TOPIX Small 2,,
20240430,オカダアイヨン,6294,機械,0.00%,TOPIX Small 2,,
20240430,ＲＰＡホールディングス,6572,サービス業,0.00%,TOPIX Small 2,,
20240430,巴コーポレーション,1921,建設業,0.00%,TOPIX Small 2,,
20240430,メンバーズ,2130,サービス業,0.00%,TOPIX Small 2,,
20240430,アルトナー,2163,サービス業,0.00%,TOPIX Small 2,,
20240430,ペッパーフードサービス,3053,小売業,0.00%,TOPIX Small 2,,
20240430,ムゲンエステート,3299,不動産業,0.00%,TOPIX Small 2,,
20240430,エル・ティー・エス,6560,サービス業,0.00%,TOPIX Small 2,,
20240430,ダイヤモンドエレクトリックホールディングス,6699,電気機器,0.00%,TOPIX Small 2,,
20240430,新家工業,7305,鉄鋼,0.00%,TOPIX Small 2,,
20240430,東リ,7971,化学,0.00%,TOPIX Small 2,,
20240430,キムラユニティー,9368,倉庫・運輸関連業,0.00%,TOPIX Small 2,,
20240430,エフオン,9514,電気・ガス業,0.00%,TOPIX Small 2,,
20240430,ヤマト,1967,建設業,0.00%,TOPIX Small 2,,
20240430,ＤＤグループ,3073,小売業,0.00%,TOPIX Small 2,,
20240430,ダイドーリミテッド,3205,繊維製品,0.00%,TOPIX Small 2,,
20240430,ゴルフダイジェスト・オンライン,3319,小売業,0.00%,TOPIX Small 2,,
20240430,ブイキューブ,3681,情報・通信業,0.00%,TOPIX Small 2,,
20240430,三菱製紙,3864,パルプ・紙,0.00%,TOPIX Small 2,,
20240430,前澤工業,6489,機械,0.00%,TOPIX Small 2,,
20240430,グリーンズ,6547,サービス業,0.00%,TOPIX Small 2,,
20240430,ダイレクトマーケティングミックス,7354,サービス業,0.00%,TOPIX Small 2,,
20240430,高島,8007,卸売業,0.00%,TOPIX Small 2,,
20240430,日産東京販売ホールディングス,8291,小売業,0.00%,TOPIX Small 2,,
20240430,明海グループ,9115,海運業,0.00%,TOPIX Small 2,,
20240430,シルバーライフ,9262,小売業,0.00%,TOPIX Small 2,,
20240430,オオバ,9765,サービス業,0.00%,TOPIX Small 2,,
20240430,日本ドライケミカル,1909,機械,0.00%,TOPIX Small 2,,
20240430,ひらまつ,2764,小売業,0.00%,TOPIX Small 2,,
20240430,ビーロット,3452,不動産業,0.00%,TOPIX Small 2,,
20240430,アセンテック,3565,卸売業,0.00%,TOPIX Small 2,,
20240430,中越パルプ工業,3877,パルプ・紙,0.00%,TOPIX Small 2,,
20240430,アーレスティ,5852,非鉄金属,0.00%,TOPIX Small 2,,
20240430,ＥＲＩホールディングス,6083,サービス業,0.00%,TOPIX Small 2,,
20240430,加藤製作所,6390,機械,0.00%,TOPIX Small 2,,
20240430,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,6533,サービス業,0.00%,TOPIX Small 2,,
20240430,ユー・エム・シー・エレクトロニクス,6615,電気機器,0.00%,TOPIX Small 2,,
20240430,サクサホールディングス,6675,電気機器,0.00%,TOPIX Small 2,,
20240430,遠藤照明,6932,電気機器,0.00%,TOPIX Small 2,,
20240430,システムソフト,7527,情報・通信業,0.00%,TOPIX Small 2,,
20240430,リズム,7769,精密機器,0.00%,TOPIX Small 2,,
20240430,ニチモウ,8091,卸売業,0.00%,TOPIX Small 2,,
20240430,いであ,9768,サービス業,0.00%,TOPIX Small 2,,
20240430,やまや,9994,小売業,0.00%,TOPIX Small 2,,
20240430,グローセル,9995,卸売業,0.00%,TOPIX Small 2,,
20240430,日本アクア,1429,建設業,0.00%,TOPIX Small 2,,
20240430,錢高組,1811,建設業,0.00%,TOPIX Small 2,,
20240430,大末建設,1814,建設業,0.00%,TOPIX Small 2,,
20240430,イチケン,1847,建設業,0.00%,TOPIX Small 2,,
20240430,北野建設,1866,建設業,0.00%,TOPIX Small 2,,
20240430,三晃金属工業,1972,建設業,0.00%,TOPIX Small 2,,
20240430,鳥越製粉,2009,食料品,0.00%,TOPIX Small 2,,
20240430,ＡＤワークスグループ,2982,不動産業,0.00%,TOPIX Small 2,,
20240430,アルファ,3434,金属製品,0.00%,TOPIX Small 2,,
20240430,住江織物,3501,繊維製品,0.00%,TOPIX Small 2,,
20240430,テクノスジャパン,3666,情報・通信業,0.00%,TOPIX Small 2,,
20240430,インテリジェント　ウェイブ,4847,情報・通信業,0.00%,TOPIX Small 2,,
20240430,富士興産,5009,卸売業,0.00%,TOPIX Small 2,,
20240430,日本山村硝子,5210,ガラス・土石製品,0.00%,TOPIX Small 2,,
20240430,東洋機械金属,6210,機械,0.00%,TOPIX Small 2,,
20240430,コプロ・ホールディングス,7059,サービス業,0.00%,TOPIX Small 2,,
20240430,ミクニ,7247,輸送用機器,0.00%,TOPIX Small 2,,
20240430,マーキュリアホールディングス,7347,証券、商品先物取引業,0.00%,TOPIX Small 2,,
20240430,ポピンズ,7358,サービス業,0.00%,TOPIX Small 2,,
20240430,南陽,7417,卸売業,0.00%,TOPIX Small 2,,
20240430,パリミキホールディングス,7455,小売業,0.00%,TOPIX Small 2,,
20240430,中本パックス,7811,その他製品,0.00%,TOPIX Small 2,,
20240430,ナイス,8089,卸売業,0.00%,TOPIX Small 2,,
20240430,東北銀行,8349,銀行業,0.00%,TOPIX Small 2,,
20240430,明豊ファシリティワークス,1717,サービス業,0.00%,TOPIX Small 2,,
20240430,佐田建設,1826,建設業,0.00%,TOPIX Small 2,,
20240430,ナカノフドー建設,1827,建設業,0.00%,TOPIX Small 2,,
20240430,植木組,1867,建設業,0.00%,TOPIX Small 2,,
20240430,東洋精糖,2107,食料品,0.00%,TOPIX Small 2,,
20240430,ＣＤＳ,2169,サービス業,0.00%,TOPIX Small 2,,
20240430,ウェルネット,2428,サービス業,0.00%,TOPIX Small 2,,
20240430,かどや製油,2612,食料品,0.00%,TOPIX Small 2,,
20240430,やまみ,2820,食料品,0.00%,TOPIX Small 2,,
20240430,丸善ＣＨＩホールディングス,3159,小売業,0.00%,TOPIX Small 2,,
20240430,チムニー,3178,小売業,0.00%,TOPIX Small 2,,
20240430,信和,3447,金属製品,0.00%,TOPIX Small 2,,
20240430,グローバル・リンク・マネジメント,3486,不動産業,0.00%,TOPIX Small 2,,
20240430,芦森工業,3526,輸送用機器,0.00%,TOPIX Small 2,,
20240430,アツギ,3529,繊維製品,0.00%,TOPIX Small 2,,
20240430,共和レザー,3553,化学,0.00%,TOPIX Small 2,,
20240430,マツオカコーポレーション,3611,繊維製品,0.00%,TOPIX Small 2,,
20240430,ＧＭＯペパボ,3633,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ＡＧＳ,3648,情報・通信業,0.00%,TOPIX Small 2,,
20240430,セグエグループ,3968,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ニーズウェル,3992,情報・通信業,0.00%,TOPIX Small 2,,
20240430,タイガースポリマー,4231,化学,0.00%,TOPIX Small 2,,
20240430,ミライアル,4238,化学,0.00%,TOPIX Small 2,,
20240430,ＦＩＧ,4392,情報・通信業,0.00%,TOPIX Small 2,,
20240430,ミヨシ油脂,4404,食料品,0.00%,TOPIX Small 2,,
20240430,新田ゼラチン,4977,化学,0.00%,TOPIX Small 2,,
20240430,ＭＯＲＥＳＣＯ,5018,石油・石炭製品,0.00%,TOPIX Small 2,,
20240430,石塚硝子,5204,ガラス・土石製品,0.00%,TOPIX Small 2,,
20240430,リソルホールディングス,5261,サービス業,0.00%,TOPIX Small 2,,
20240430,ダントーホールディングス,5337,ガラス・土石製品,0.00%,TOPIX Small 2,,
20240430,東京窯業,5363,ガラス・土石製品,0.00%,TOPIX Small 2,,
20240430,アビスト,6087,サービス業,0.00%,TOPIX Small 2,,
20240430,パンチ工業,6165,機械,0.00%,TOPIX Small 2,,
20240430,豊和工業,6203,機械,0.00%,TOPIX Small 2,,
20240430,ＮＣホールディングス,6236,機械,0.00%,TOPIX Small 2,,
20240430,丸山製作所,6316,機械,0.00%,TOPIX Small 2,,
20240430,正興電機製作所,6653,電気機器,0.00%,TOPIX Small 2,,
20240430,ヘリオス　テクノ　ホールディング,6927,電気機器,0.00%,TOPIX Small 2,,
20240430,エノモト,6928,電気機器,0.00%,TOPIX Small 2,,
20240430,北陸電気工業,6989,電気機器,0.00%,TOPIX Small 2,,
20240430,エフテック,7212,輸送用機器,0.00%,TOPIX Small 2,,
20240430,日本プラスト,7291,輸送用機器,0.00%,TOPIX Small 2,,
20240430,小津産業,7487,卸売業,0.00%,TOPIX Small 2,,
20240430,コナカ,7494,小売業,0.00%,TOPIX Small 2,,
20240430,ＰＬＡＮＴ,7646,小売業,0.00%,TOPIX Small 2,,
20240430,オーバル,7727,精密機器,0.00%,TOPIX Small 2,,
20240430,大研医器,7775,精密機器,0.00%,TOPIX Small 2,,
20240430,ＯＵＧホールディングス,8041,卸売業,0.00%,TOPIX Small 2,,
20240430,テンアライド,8207,小売業,0.00%,TOPIX Small 2,,
20240430,鳥取銀行,8383,銀行業,0.00%,TOPIX Small 2,,
20240430,大光銀行,8537,銀行業,0.00%,TOPIX Small 2,,
20240430,トマト銀行,8542,銀行業,0.00%,TOPIX Small 2,,
20240430,九州リースサービス,8596,その他金融業,0.00%,TOPIX Small 2,,
20240430,ＡＶＡＮＴＩＡ,8904,不動産業,0.00%,TOPIX Small 2,,
20240430,ファースト住建,8917,不動産業,0.00%,TOPIX Small 2,,
20240430,穴吹興産,8928,不動産業,0.00%,TOPIX Small 2,,
20240430,東京テアトル,9633,サービス業,0.00%,TOPIX Small 2,,
20240430,常磐興産,9675,サービス業,0.00%,TOPIX Small 2,,
20240430,蔵王産業,9986,卸売業,0.00%,TOPIX Small 2,,
20240430,ファーストコーポレーション,1430,建設業,0.00%,TOPIX Small 2,,
20240430,ベステラ,1433,建設業,0.00%,TOPIX Small 2,,
20240430,日本基礎技術,1914,建設業,0.00%,TOPIX Small 2,,
20240430,塩水港精糖,2112,食料品,0.00%,TOPIX Small 2,,
20240430,アイ・ケイ・ケイホールディングス,2198,サービス業,0.00%,TOPIX Small 2,,
20240430,キャリアデザインセンター,2410,サービス業,0.00%,TOPIX Small 2,,
20240430,ティア,2485,サービス業,0.00%,TOPIX Small 2,,
20240430,ユニカフェ,2597,食料品,0.00%,TOPIX Small 2,,
20240430,オルバヘルスケアホールディングス,2689,卸売業,0.00%,TOPIX Small 2,,
20240430,ワッツ,2735,小売業,0.00%,TOPIX Small 2,,
20240430,一正蒲鉾,2904,食料品,0.00%,TOPIX Small 2,,
20240430,ジオリーブグループ,3157,卸売業,0.00%,TOPIX Small 2,,
20240430,大光,3160,卸売業,0.00%,TOPIX Small 2,,
20240430,ＯＣＨＩホールディングス,3166,卸売業,0.00%,TOPIX Small 2,,
20240430,フィル・カンパニー,3267,建設業,0.00%,TOPIX Small 2,,
20240430,ＴＨＥグローバル社,3271,不動産業,0.00%,TOPIX Small 2,,
20240430,サンセイランディック,3277,不動産業,0.00%,TOPIX Small 2,,
20240430,ミタチ産業,3321,卸売業,0.00%,TOPIX Small 2,,
20240430,トーエル,3361,小売業,0.00%,TOPIX Small 2,,
20240430,スターティアホールディングス,3393,卸売業,0.00%,TOPIX Small 2,,
